Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2014-06-12 00:00:00-04:00,19.3630528561429,19.386476440784364,19.245937911330216,19.26936149597168,36900,0.0,0.0,0.0
2014-06-13 00:00:00-04:00,19.308402752518745,19.339634204268364,19.308402752518745,19.324018478393555,2800,0.0,0.0,0.0
2014-06-16 00:00:00-04:00,19.363059732175806,19.402099053774865,19.363059732175806,19.37867546081543,4100,0.0,0.0,0.0
2014-06-17 00:00:00-04:00,19.40209485252378,19.456748401730163,19.363055539378134,19.433324813842773,22900,0.0,0.0,0.0
2014-06-18 00:00:00-04:00,19.441135740266084,19.5972900390625,19.42552001254689,19.5972900390625,10500,0.0,0.0,0.0
2014-06-19 00:00:00-04:00,19.62851987972063,19.644135607339916,19.58167418606053,19.636327743530273,30400,0.0,0.0,0.0
2014-06-20 00:00:00-04:00,19.690981301000022,19.690981301000022,19.597289913679813,19.636327743530273,21300,0.0,0.0,0.0
2014-06-23 00:00:00-04:00,19.628513708744343,19.644129431454225,19.55902627432074,19.57386016845703,31600,0.0,0.0,0.0
2014-06-24 00:00:00-04:00,19.589475104967647,19.644128643061503,19.472360167738348,19.487194061279297,21700,0.0,0.0,0.0
2014-06-25 00:00:00-04:00,19.448941578960635,19.550442309368645,19.448941578960635,19.545757293701172,9600,0.0,0.0,0.0
2014-06-26 00:00:00-04:00,19.466120234324872,19.48017528295198,19.46455955505371,19.46455955505371,1200,0.0,0.0,0.0
2014-06-27 00:00:00-04:00,19.55434125966832,19.57386016845703,19.55356092029201,19.57386016845703,3800,0.0,0.0,0.0
2014-06-30 00:00:00-04:00,19.558254927916146,19.620716363034358,19.53327065170848,19.542640686035156,9800,0.0,0.0,0.0
2014-07-01 00:00:00-04:00,19.58166703120603,19.730013410990143,19.58166703120603,19.698781967163086,3100,0.0,0.0,0.0
2014-07-02 00:00:00-04:00,19.678494286257685,19.678494286257685,19.65975570678711,19.65975570678711,4700,0.0,0.0,0.0
2014-07-03 00:00:00-04:00,19.69879015251379,19.74563733772058,19.69879015251379,19.722213745117188,4400,0.0,0.0,0.0
2014-07-07 00:00:00-04:00,19.714405059814453,19.714405059814453,19.65428614608729,19.714405059814453,36900,0.0,0.0,0.0
2014-07-08 00:00:00-04:00,19.667555946014616,19.667555946014616,19.612902397583845,19.63163948059082,41400,0.0,0.0,0.0
2014-07-09 00:00:00-04:00,19.659752030241265,19.68317413330078,19.64101345427497,19.68317413330078,19100,0.0,0.0,0.0
2014-07-10 00:00:00-04:00,19.558246651972237,19.63632378513169,19.519208829991232,19.61290168762207,4100,0.0,0.0,0.0
2014-07-11 00:00:00-04:00,19.534823994177653,19.5894775390625,19.534823994177653,19.5894775390625,4200,0.0,0.0,0.0
2014-07-14 00:00:00-04:00,19.620713391250906,19.6987905456225,19.620713391250906,19.667560577392578,30200,0.0,0.0,0.0
2014-07-15 00:00:00-04:00,19.63632609923647,19.63632609923647,19.580892206786974,19.620710372924805,14100,0.0,0.0,0.0
2014-07-16 00:00:00-04:00,19.745637869483332,19.745637869483332,19.636329256921563,19.690982818603516,5500,0.0,0.0,0.0
2014-07-17 00:00:00-04:00,19.689418655406918,19.7065950605541,19.519210815429688,19.519210815429688,41700,0.0,0.0,0.0
2014-07-18 00:00:00-04:00,19.55825494388833,19.69879354531859,19.55825494388833,19.65975570678711,34600,0.0,0.0,0.0
2014-07-21 00:00:00-04:00,19.690976766820445,19.690976766820445,19.5894775390625,19.5894775390625,13800,0.0,0.0,0.0
2014-07-22 00:00:00-04:00,19.690985194322366,19.70660092502921,19.683177328968945,19.689424514770508,19700,0.0,0.0,0.0
2014-07-23 00:00:00-04:00,19.67536163330078,19.67536163330078,19.659745909990544,19.67536163330078,2500,0.0,0.0,0.0
2014-07-24 00:00:00-04:00,19.67536679790094,19.67536679790094,19.65194320678711,19.65194320678711,6500,0.0,0.0,0.0
2014-07-25 00:00:00-04:00,19.6129099866929,19.620716363034358,19.53483282049562,19.542640686035156,25300,0.0,0.0,0.0
2014-07-28 00:00:00-04:00,19.53483213534432,19.573869972474736,19.48017856768253,19.55825424194336,44600,0.0,0.0,0.0
2014-07-29 00:00:00-04:00,19.589483226137855,19.597291090416327,19.472368240356445,19.472368240356445,12500,0.0,0.0,0.0
2014-07-30 00:00:00-04:00,19.503597327340053,19.51140519126586,19.37086661899684,19.424739837646484,21000,0.0,0.0,0.0
2014-07-31 00:00:00-04:00,19.3474390009166,19.3474390009166,19.058554074807056,19.081195831298828,13500,0.0,0.0,0.0
2014-08-01 00:00:00-04:00,19.035135826058074,19.112432636119202,18.985947623836342,19.05855941772461,19400,0.0,0.0,0.0
2014-08-04 00:00:00-04:00,19.050753225148977,19.19129180908203,18.972676068608624,19.19129180908203,18100,0.0,0.0,0.0
2014-08-05 00:00:00-04:00,19.14444071815623,19.14444071815623,18.972670724312717,19.01951789855957,14900,0.0,0.0,0.0
2014-08-06 00:00:00-04:00,18.92582771490579,19.019520587447868,18.894597750190222,19.000782012939453,6600,0.0,0.0,0.0
2014-08-07 00:00:00-04:00,19.019521812291657,19.08198323494295,18.902405341772415,18.92582893371582,27600,0.0,0.0,0.0
2014-08-08 00:00:00-04:00,18.980476500258032,19.152246475219727,18.95549223692459,19.152246475219727,10200,0.0,0.0,0.0
2014-08-11 00:00:00-04:00,19.214711462105072,19.284980739660245,19.214711462105072,19.23032569885254,7900,0.0,0.0,0.0
2014-08-12 00:00:00-04:00,19.199100228043037,19.2147159576416,19.14678917200558,19.2147159576416,14500,0.0,0.0,0.0
2014-08-13 00:00:00-04:00,19.222519238602466,19.339634204268364,19.222519238602466,19.324018478393555,12300,0.0,0.0,0.0
2014-08-14 00:00:00-04:00,19.331827831610667,19.40209711426674,19.331827831610667,19.393508911132812,19800,0.0,0.0,0.0
2014-08-15 00:00:00-04:00,19.441135796747734,19.48017511615914,19.28498298669541,19.38648223876953,23600,0.0,0.0,0.0
2014-08-18 00:00:00-04:00,19.534826016303416,19.55824811556577,19.49578670220355,19.55044174194336,9000,0.0,0.0,0.0
2014-08-19 00:00:00-04:00,19.566053059326467,19.690975867413677,19.566053059326467,19.67536163330078,15900,0.0,0.0,0.0
2014-08-20 00:00:00-04:00,19.675361404985825,19.758902396411756,19.659745681856798,19.753437042236328,25400,0.0,0.0,0.0
2014-08-21 00:00:00-04:00,19.75344115280359,19.83151829549878,19.75344115280359,19.79248046875,82000,0.0,0.0,0.0
2014-08-22 00:00:00-04:00,19.77686526903074,19.80028885922236,19.71440385105076,19.761249542236328,12300,0.0,0.0,0.0
2014-08-25 00:00:00-04:00,19.80029011419585,19.854943672242648,19.794042929563524,19.831520080566406,9200,0.0,0.0,0.0
2014-08-26 00:00:00-04:00,19.823712216674327,19.878365774721125,19.815904352782244,19.831520080566406,15700,0.0,0.0,0.0
2014-08-27 00:00:00-04:00,19.839336666656322,19.839336666656322,19.800298819231024,19.823720932006836,4500,0.0,0.0,0.0
2014-08-28 00:00:00-04:00,19.77687521725679,19.83152879933158,19.745645237156236,19.823720932006836,23200,0.0,0.0,0.0
2014-08-29 00:00:00-04:00,19.854944494299843,19.854944494299843,19.784675205559513,19.83932876586914,15500,0.0,0.0,0.0
2014-09-02 00:00:00-04:00,19.862751397019483,19.862751397019483,19.753442792493697,19.80809783935547,30700,0.0,0.0,0.0
2014-09-03 00:00:00-04:00,19.8315199416699,19.90178922700871,19.80809783935547,19.80809783935547,91300,0.0,0.0,0.0
2014-09-04 00:00:00-04:00,19.81590027997672,19.933016725088965,19.81590027997672,19.847131729125977,44100,0.0,0.0,0.0
2014-09-05 00:00:00-04:00,19.84713679283676,19.940829674991452,19.831521064278007,19.91740608215332,11400,0.0,0.0,0.0
2014-09-08 00:00:00-04:00,19.95644300248097,19.95644300248097,19.847135885959943,19.884613037109375,16200,0.0,0.0,0.0
2014-09-09 00:00:00-04:00,19.834642789365308,19.893981363171314,19.800289975518073,19.80809783935547,43400,0.0,0.0,0.0
2014-09-10 00:00:00-04:00,19.80029066954628,19.86821744919502,19.753443484879842,19.854944229125977,215400,0.0,0.0,0.0
2014-09-11 00:00:00-04:00,19.83152037234802,19.870559692382812,19.761251085483188,19.870559692382812,13100,0.0,0.0,0.0
