Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-05-04 00:00:00-04:00,36.591685832055404,37.38049000178828,36.175373448969225,37.31840896606445,13500,0.0,0.0,0.0
2022-05-05 00:00:00-04:00,37.249024395783856,37.249024395783856,35.9416560081181,36.431007385253906,48500,0.0,0.0,0.0
2022-05-06 00:00:00-04:00,36.05850994529331,36.21189037454361,35.49612246777971,35.941650390625,10800,0.0,0.0,0.0
2022-05-09 00:00:00-04:00,35.78097133169502,35.78097133169502,34.736537811165064,34.853397369384766,21700,0.0,0.0,0.0
2022-05-10 00:00:00-04:00,35.306233631430764,35.50343469084961,34.76575634419184,35.103919982910156,9800,0.0,0.0,0.0
2022-05-11 00:00:00-04:00,34.85339947854416,35.244878882963036,34.14493679675416,34.247188568115234,27000,0.0,0.0,0.0
2022-05-12 00:00:00-04:00,33.8820088939201,34.53496320458172,33.50951982529709,34.09893035888672,30400,0.0,0.0,0.0
2022-05-13 00:00:00-04:00,34.92642564660025,35.30621982142637,34.477977924755166,35.27700424194336,21200,0.0,0.0,0.0
2022-05-16 00:00:00-04:00,35.33545349101491,35.33545349101491,34.919141021777946,35.09442901611328,27200,0.0,0.0,0.0
2022-05-17 00:00:00-04:00,35.649508307716964,35.74372482299805,35.255106206044395,35.74372482299805,22600,0.0,0.0,0.0
2022-05-18 00:00:00-04:00,35.474211315706775,35.488819107956665,34.144932868632864,34.3275260925293,26000,0.0,0.0,0.0
2022-05-19 00:00:00-04:00,34.14493574616551,34.510122224734125,33.86739324233088,34.101112365722656,30500,0.0,0.0,0.0
2022-05-20 00:00:00-04:00,34.67811274186691,34.67811274186691,33.051571059177405,34.02077865600586,20800,0.0,0.0,0.0
2022-05-23 00:00:00-04:00,34.27640121700719,34.466296949516654,33.886381789577335,34.4232063293457,109900,0.0,0.0,0.0
2022-05-24 00:00:00-04:00,34.108420279699466,34.108420279699466,33.39703767797182,33.92582702636719,19600,0.0,0.0,0.0
2022-05-25 00:00:00-04:00,33.845478937116496,34.49843301901673,33.845478937116496,34.3348274230957,44400,0.0,0.0,0.0
2022-05-26 00:00:00-04:00,34.37865559288975,35.22588812954878,34.37865559288975,35.09734344482422,17700,0.0,0.0,0.0
2022-05-27 00:00:00-04:00,35.47421156512221,35.94457244873047,35.47421156512221,35.94457244873047,30500,0.0,0.0,0.0
2022-05-31 00:00:00-04:00,36.321448730247404,36.321448730247404,35.71524059280857,35.92558670043945,27100,0.0,0.0,0.0
2022-06-01 00:00:00-04:00,36.181714581424714,36.240595855350605,35.453074258467055,35.67976379394531,38000,0.376,0.0,0.0
2022-06-02 00:00:00-04:00,35.72539923633205,36.498197778448116,35.57084008943162,36.493045806884766,28800,0.0,0.0,0.0
2022-06-03 00:00:00-04:00,36.17434937761733,36.17434937761733,35.666508307181225,35.798988342285156,198700,0.0,0.0,0.0
2022-06-06 00:00:00-04:00,36.350992404451915,36.40987367574063,35.806354683099066,35.95355224609375,125600,0.0,0.0,0.0
2022-06-07 00:00:00-04:00,35.695967728219586,36.21263901404043,35.53404697617036,36.152286529541016,83900,0.0,0.0,0.0
2022-06-08 00:00:00-04:00,36.18170872205619,36.30683000507937,35.852718220494644,35.93146896362305,66400,0.0,0.0,0.0
2022-06-09 00:00:00-04:00,35.87995814104252,36.10885448044844,35.22491935445505,35.26171875,83200,0.0,0.0,0.0
2022-06-10 00:00:00-04:00,34.864277697739254,34.893718336509686,34.216600490472935,34.290199279785156,91900,0.0,0.0,0.0
2022-06-13 00:00:00-04:00,33.37755149549395,33.46955136489455,32.751953506615116,32.89179229736328,137600,0.0,0.0,0.0
2022-06-14 00:00:00-04:00,33.02427233390921,33.090512352182174,32.57531252201615,32.89179229736328,149900,0.0,0.0,0.0
2022-06-15 00:00:00-04:00,33.348110984734106,34.00683033349326,33.05371030332216,33.62778854370117,79100,0.0,0.0,0.0
2022-06-16 00:00:00-04:00,32.899166349767334,32.899166349767334,32.0895655070988,32.42812728881836,64600,0.0,0.0,0.0
2022-06-17 00:00:00-04:00,32.56060043469276,32.91387965509568,32.25884092512275,32.70779800415039,42500,0.0,0.0,0.0
2022-06-21 00:00:00-04:00,33.28923652650092,33.64987729452992,33.17883835412648,33.465877532958984,28300,0.0,0.0,0.0
2022-06-22 00:00:00-04:00,33.1273098806089,33.774989710998355,33.1273098806089,33.39963150024414,234300,0.0,0.0,0.0
2022-06-23 00:00:00-04:00,33.67932649820631,33.90012853276091,33.29587093295831,33.70140838623047,59000,0.0,0.0,0.0
2022-06-24 00:00:00-04:00,34.179795967086584,34.69499588012695,34.13563781954352,34.69499588012695,150800,0.0,0.0,0.0
2022-06-27 00:00:00-04:00,34.849557291793644,34.87163917462354,34.404278160048854,34.525718688964844,72600,0.0,0.0,0.0
2022-06-28 00:00:00-04:00,34.69499203656823,34.81422295238504,33.730835153840005,33.76027297973633,163300,0.0,0.0,0.0
2022-06-29 00:00:00-04:00,33.84859386176726,33.914833881364196,33.551986366734916,33.84123229980469,208000,0.0,0.0,0.0
2022-06-30 00:00:00-04:00,33.635159325377394,33.797077217689065,32.98747933328948,33.679317474365234,169200,0.0,0.0,0.0
2022-07-01 00:00:00-04:00,33.538432715021614,33.657073974609375,33.18250893625833,33.657073974609375,209100,0.34,0.0,0.0
2022-07-05 00:00:00-04:00,33.39012542707324,34.23248022389047,33.03420170167493,34.15388107299805,286500,0.0,0.0,0.0
2022-07-06 00:00:00-04:00,34.20578712987344,34.46383176527959,33.97591848172181,34.287353515625,221500,0.0,0.0,0.0
2022-07-07 00:00:00-04:00,34.50239231501842,34.83607173200355,34.443073101238106,34.79158020019531,397700,0.0,0.0,0.0
2022-07-08 00:00:00-04:00,34.643277982138095,34.9028048253636,34.48014520717894,34.8064079284668,387700,0.0,0.0,0.0
2022-07-11 00:00:00-04:00,34.776747982541785,34.776747982541785,34.36595166117799,34.46531295776367,154400,0.0,0.0,0.0
2022-07-12 00:00:00-04:00,34.53946600292029,34.672934925615415,34.03524001538639,34.190956115722656,424300,0.0,0.0,0.0
2022-07-13 00:00:00-04:00,33.73863531238485,34.342963695827244,33.64965508819286,34.15388107299805,145800,0.0,0.0,0.0
2022-07-14 00:00:00-04:00,34.06491199339822,34.361516633877415,33.63483837619801,34.29478073120117,163100,0.0,0.0,0.0
2022-07-15 00:00:00-04:00,34.621023675684214,34.76191207182566,34.46530760180879,34.71000671386719,113500,0.0,0.0,0.0
2022-07-18 00:00:00-04:00,35.073354605036634,35.147507158812864,34.58395906463634,34.67293930053711,122200,0.0,0.0,0.0
2022-07-19 00:00:00-04:00,34.93988204159758,35.295805805730126,34.8138269459932,35.26614761352539,208000,0.0,0.0,0.0
2022-07-20 00:00:00-04:00,35.29580804418848,35.584998772727864,35.22165831602812,35.52567672729492,139300,0.0,0.0,0.0
2022-07-21 00:00:00-04:00,35.58499510190607,35.7407112121582,35.2587295429429,35.7407112121582,142600,0.0,0.0,0.0
2022-07-22 00:00:00-04:00,35.61465208513878,35.740710000089706,35.22165348822141,35.318050384521484,232500,0.0,0.0,0.0
2022-07-25 00:00:00-04:00,35.792616968818585,35.792616968818585,35.29580478440912,35.44410705566406,142200,0.0,0.0,0.0
2022-07-26 00:00:00-04:00,35.592406527421076,35.592406527421076,34.947294951128065,35.08818054199219,111900,0.0,0.0,0.0
2022-07-27 00:00:00-04:00,35.4366913051896,36.0743890571769,35.29580288220658,36.00023651123047,164100,0.0,0.0,0.0
2022-07-28 00:00:00-04:00,36.03731276978483,36.11146531861177,35.65395413398785,36.08921813964844,286100,0.0,0.0,0.0
2022-07-29 00:00:00-04:00,36.26718136507593,36.51929437338768,36.118879096310685,36.44514465332031,783700,0.0,0.0,0.0
2022-08-01 00:00:00-04:00,36.45037539677947,36.59243737151618,36.24849605231202,36.375606536865234,259600,0.407,0.0,0.0
2022-08-02 00:00:00-04:00,36.20362726732428,36.5101869600664,36.167740273892186,36.30830764770508,113100,0.0,0.0,0.0
2022-08-03 00:00:00-04:00,36.49524147300096,36.71207232576662,36.44290269623862,36.644779205322266,258000,0.0,0.0,0.0
2022-08-04 00:00:00-04:00,36.562526646527985,36.652249836869196,36.494483399276824,36.62234115600586,157500,0.0,0.0,0.0
