Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1972-06-01 00:00:00-04:00,0.0,0.9056714732982157,0.895241476746982,0.9004563689231873,456000,0.0,0.0
1972-06-02 00:00:00-04:00,0.9021950849535726,0.9108866453170776,0.9021950849535726,0.9108866453170776,640000,0.0,0.0
1972-06-05 00:00:00-04:00,0.909148476723278,0.909148476723278,0.8952418094862024,0.8987184762954712,464000,0.0,0.0
1972-06-06 00:00:00-04:00,0.8987187624894588,0.8987187624894588,0.8900269865989685,0.8900269865989685,796800,0.0,0.0
1972-06-07 00:00:00-04:00,0.8900263723719535,0.9021948077811378,0.888288145712826,0.9004563689231873,584000,0.0,0.0
1972-06-08 00:00:00-04:00,0.9004569903481752,0.9039336582645774,0.8882887587402521,0.8900269865989685,726400,0.0,0.0
1972-06-09 00:00:00-04:00,0.891764811229904,0.9021948077811378,0.891764811229904,0.9004563689231873,296000,0.0,0.0
1972-06-12 00:00:00-04:00,0.9004567036006548,0.9074100372191927,0.8935033699821169,0.8987184762954712,473600,0.0,0.0
1972-06-13 00:00:00-04:00,0.9004564554755259,0.9108864530292964,0.9004564554755259,0.9074097871780396,478400,0.0,0.0
1972-06-14 00:00:00-04:00,0.9108865680717118,0.9300083387680722,0.9108865680717118,0.9265316724777222,795200,0.0,0.0
1972-06-15 00:00:00-04:00,0.9317466616630554,0.9421766616070448,0.9317466616630554,0.9317466616630554,836800,0.0,0.0
1972-06-16 00:00:00-04:00,0.9317459601276327,0.9334843982421622,0.9178393040063246,0.9213159680366516,267200,0.0,0.0
1972-06-19 00:00:00-04:00,0.921316117388214,0.926531220378474,0.9039327944186251,0.9143627882003784,1001600,0.0,0.0
1972-06-20 00:00:00-04:00,0.9178399006524118,0.9265316724777222,0.9178399006524118,0.9265316724777222,345600,0.0,0.0
1972-06-21 00:00:00-04:00,0.9265314759255199,0.9300081414783383,0.9161014792670646,0.9178397059440613,556800,0.0,0.0
1972-06-22 00:00:00-04:00,0.9178394374990823,0.9265312049384172,0.9143627729631009,0.9247927665710449,321600,0.0,0.0
1972-06-23 00:00:00-04:00,0.9247932563560286,0.9300083620213838,0.9247932563560286,0.9282699227333069,212800,0.0,0.0
1972-06-26 00:00:00-04:00,0.9282699022028181,0.9386999011039734,0.9195783425512909,0.9386999011039734,278400,0.0,0.0
1972-06-27 00:00:00-04:00,0.938699744796782,0.9439148494784041,0.9282697476323732,0.9334848523139954,268800,0.0,0.0
1972-06-28 00:00:00-04:00,0.9300081414783383,0.9300081414783383,0.9143630403912428,0.9178397059440613,433600,0.0,0.0
1972-06-29 00:00:00-04:00,0.9178399081607017,0.9230550137383235,0.9126250147819519,0.9126250147819519,313600,0.0,0.0
1972-06-30 00:00:00-04:00,0.9143627729631009,0.9282694311070263,0.9143627729631009,0.9247927665710449,404800,0.0,0.0
1972-07-03 00:00:00-04:00,0.9247928693835178,0.9369613027116416,0.923054643021664,0.935222864151001,240000,0.0,0.0
1972-07-05 00:00:00-04:00,0.9421766527435359,0.9526066525894052,0.9421766527435359,0.9456533193588257,734400,0.0,0.0
1972-07-06 00:00:00-04:00,0.9578216439710858,0.9682516425685993,0.9578216439710858,0.9630365371704102,809600,0.0,0.0
1972-07-07 00:00:00-04:00,0.9647752185726336,0.9856352210044861,0.9647752185726336,0.9856352210044861,595200,0.0,0.0
1972-07-10 00:00:00-04:00,0.9856353043362076,0.9873735319196969,0.9734668624560392,0.9752053022384644,316800,0.0,0.0
1972-07-11 00:00:00-04:00,0.9752049577977375,0.9856349562116232,0.9752049577977375,0.9786816239356995,232000,0.0,0.0
1972-07-12 00:00:00-04:00,0.9804197226611661,0.996064824334963,0.9804197226611661,0.9873730540275574,1132800,0.0,0.0
1972-07-13 00:00:00-04:00,0.9873730540275574,0.9978030510771443,0.9769430569779705,0.9873730540275574,790400,0.0,0.0
1972-07-14 00:00:00-04:00,0.9891116774691355,1.0082332361940693,0.9891116774691355,1.0047565698623657,950400,0.0,0.0
1972-07-17 00:00:00-04:00,1.0047563824435355,1.0047563824435355,0.9873730540275574,0.9873730540275574,187200,0.0,0.0
1972-07-18 00:00:00-04:00,0.9821583731113187,0.9821583731113187,0.9769432673640286,0.980419933795929,385600,0.0,0.0
1972-07-19 00:00:00-04:00,0.9804199130911576,1.0047565776005127,0.9804199130911576,0.9908499121665955,636800,0.0,0.0
1972-07-20 00:00:00-04:00,0.9908503045638403,1.0012803077697754,0.9908503045638403,1.0012803077697754,326400,0.0,0.0
1972-07-21 00:00:00-04:00,1.004756539410944,1.0169249773025513,1.004756539410944,1.0169249773025513,340800,0.0,0.0
1972-07-24 00:00:00-04:00,1.01692498309277,1.0464765400854503,1.0151865438702707,1.0343083143234253,811200,0.0,0.0
1972-07-25 00:00:00-04:00,1.0343086588414736,1.044738661053998,1.0256168842315674,1.0256168842315674,312000,0.0,0.0
1972-07-26 00:00:00-04:00,1.042999170237223,1.0551675999893528,1.042999170237223,1.051690936088562,816000,0.0,0.0
1972-07-27 00:00:00-04:00,1.051690936088562,1.0586442638901434,1.042999170237223,1.051690936088562,422400,0.0,0.0
1972-07-28 00:00:00-04:00,1.0516920197436812,1.0534302473857704,1.049953579902649,1.049953579902649,208000,0.0,0.0
1972-07-31 00:00:00-04:00,1.0464766133778007,1.0464766133778007,1.036046613908919,1.0377850532531738,174400,0.0,0.0
1972-08-01 00:00:00-04:00,1.0377853498111957,1.049953579902649,1.0360469099701635,1.049953579902649,368000,0.0,0.0
1972-08-02 00:00:00-04:00,1.049952910191989,1.0534295754575254,1.0429995796609162,1.0464762449264526,384000,0.0,0.0
1972-08-03 00:00:00-04:00,1.0464769124195277,1.049953579902649,1.0360469099701635,1.049953579902649,355200,0.0,0.0
1972-08-04 00:00:00-04:00,1.0499530760447184,1.0499530760447184,1.0429997444152832,1.0429997444152832,193600,0.0,0.0
1972-08-07 00:00:00-04:00,1.0455373525619507,1.0525076015790304,1.0455373525619507,1.0455373525619507,204800,0.011375,0.0
1972-08-08 00:00:00-04:00,1.045536955329667,1.0525072016985313,1.0420518321452348,1.0490220785140991,243200,0.0,0.0
1972-08-09 00:00:00-04:00,1.0490224770704906,1.0490224770704906,1.0437948966652402,1.0455373525619507,126400,0.0,0.0
1972-08-10 00:00:00-04:00,1.047279675758969,1.0525072544400542,1.047279675758969,1.050764799118042,184000,0.0,0.0
1972-08-11 00:00:00-04:00,1.050765540008532,1.052507996559143,1.047280414192111,1.052507996559143,180800,0.0,0.0
1972-08-14 00:00:00-04:00,1.0559922600823617,1.076902997905775,1.0559922600823617,1.071675419807434,308800,0.0,0.0
1972-08-15 00:00:00-04:00,1.071675284205484,1.071675284205484,1.0437943039687885,1.0559921264648438,420800,0.0,0.0
1972-08-16 00:00:00-04:00,1.052507616390555,1.052507616390555,1.0350819936026319,1.0403097867965698,268800,0.0,0.0
1972-08-17 00:00:00-04:00,1.040310186741856,1.0437953126392907,1.0315972656406676,1.0368250608444214,348800,0.0,0.0
1972-08-18 00:00:00-04:00,1.0403090368888654,1.059477101780703,1.0403090368888654,1.0542495250701904,185600,0.0,0.0
1972-08-21 00:00:00-04:00,1.0629624938501896,1.085615899256967,1.0629624938501896,1.076902985572815,316800,0.0,0.0
1972-08-22 00:00:00-04:00,1.0769027616716211,1.0873581282897922,1.0734176394655641,1.0821305513381958,580800,0.0,0.0
1972-08-23 00:00:00-04:00,1.0803885080597617,1.0803885080597617,1.0716758038684433,1.0734182596206665,353600,0.0,0.0
