Year,Amount,Adj. Amount,Dividend Type,Frequency,Ex-Div Date,Record Date,Pay Date,Declare Date,
,0.1800,0.0872,Regular,Monthly,2/28/2000,3/1/2000,3/15/2000,,
,0.1800,0.0872,Regular,Monthly,1/28/2000,2/1/2000,2/15/2000,,
1999,,,,,,,,,
,0.1800,0.0872,Regular,Monthly,12/30/1999,1/3/2000,1/17/2000,,
,0.1775,0.0859,Regular,Monthly,11/29/1999,12/1/1999,12/15/1999,,
,0.1775,0.0859,Regular,Monthly,10/28/1999,11/1/1999,11/15/1999,,
,0.1775,0.0859,Regular,Monthly,9/29/1999,10/1/1999,10/15/1999,,
,0.1750,0.0847,Regular,Monthly,8/30/1999,9/1/1999,9/15/1999,,
,0.1750,0.0847,Regular,Monthly,7/29/1999,8/2/1999,8/16/1999,,
,0.1750,0.0847,Regular,Monthly,6/29/1999,7/1/1999,7/15/1999,,
,0.1725,0.0835,Regular,Monthly,5/27/1999,6/1/1999,6/15/1999,,
,0.1725,0.0835,Regular,Monthly,4/29/1999,5/3/1999,5/17/1999,,
,0.1725,0.0835,Regular,Monthly,3/30/1999,4/1/1999,4/15/1999,,
,0.1700,0.0823,Regular,Monthly,2/25/1999,3/1/1999,3/15/1999,,
,0.1700,0.0823,Regular,Monthly,1/28/1999,2/1/1999,2/16/1999,,
1998,,,,,,,,,
,0.1700,0.0823,Regular,Monthly,12/30/1998,1/4/1999,1/18/1999,,
,0.1675,0.0811,Regular,Monthly,11/27/1998,12/1/1998,12/15/1998,,
,0.1675,0.0811,Regular,Monthly,10/29/1998,11/2/1998,11/16/1998,,
,0.1675,0.0811,Regular,Monthly,9/29/1998,10/1/1998,10/15/1998,,
,0.1650,0.0799,Regular,Monthly,8/28/1998,9/1/1998,9/15/1998,,
,0.1650,0.0799,Regular,Monthly,7/30/1998,8/3/1998,8/17/1998,,
,0.1650,0.0799,Regular,Monthly,6/29/1998,7/1/1998,7/15/1998,,
,0.1625,0.0787,Regular,Monthly,5/28/1998,6/1/1998,6/15/1998,,
,0.1625,0.0787,Regular,Monthly,4/29/1998,5/1/1998,5/15/1998,,
,0.1625,0.0787,Regular,Monthly,3/30/1998,4/1/1998,4/15/1998,,
,0.1600,0.0775,Regular,Monthly,2/26/1998,3/2/1998,3/16/1998,,
,0.1600,0.0775,Regular,Monthly,1/29/1998,2/2/1998,2/17/1998,,
1997,,,,,,,,,
,0.1600,0.0775,Regular,Monthly,12/30/1997,1/2/1998,1/15/1998,,
,0.1600,0.0775,Regular,Monthly,11/26/1997,12/1/1997,12/15/1997,,
,0.1575,0.0763,Regular,Monthly,10/30/1997,11/3/1997,11/17/1997,,
,0.1575,0.0763,Regular,Monthly,9/29/1997,10/1/1997,10/15/1997,,
,0.1575,0.0763,Regular,Monthly,8/28/1997,9/2/1997,9/15/1997,,
,0.1575,0.0763,Regular,Monthly,7/30/1997,8/1/1997,8/15/1997,,
,0.1575,0.0763,Regular,Monthly,6/27/1997,7/1/1997,7/15/1997,,
,0.1575,0.0763,Regular,Monthly,5/29/1997,6/2/1997,6/16/1997,,
,0.1575,0.0763,Regular,Monthly,4/29/1997,5/1/1997,5/15/1997,,
,0.1575,0.0763,Regular,Monthly,3/27/1997,4/1/1997,4/15/1997,,
,0.1575,0.0763,Regular,Monthly,2/27/1997,3/3/1997,3/17/1997,,
,0.1575,0.0763,Regular,Monthly,1/30/1997,2/3/1997,2/17/1997,,
1996,,,,,,,,,
,0.1575,0.0763,Regular,Monthly,12/27/1996,12/31/1996,1/15/1997,,
,0.1537,0.0744,Regular,Monthly,11/27/1996,12/2/1996,12/16/1996,,
,0.1550,0.0750,Regular,Monthly,10/30/1996,11/1/1996,11/15/1996,,
,0.1550,0.0750,Regular,Monthly,9/27/1996,10/1/1996,10/15/1996,,
,0.1550,0.0750,Regular,Monthly,8/29/1996,9/3/1996,9/17/1996,,
,0.1550,0.0750,Regular,Monthly,7/30/1996,8/1/1996,8/15/1996,,
,0.1550,0.0750,Regular,Monthly,6/27/1996,7/1/1996,7/15/1996,,
,0.1550,0.0750,Regular,Monthly,5/30/1996,6/3/1996,6/17/1996,,
,0.1550,0.0750,Regular,Monthly,4/29/1996,5/1/1996,5/15/1996,,
,0.1550,0.0750,Regular,Monthly,3/28/1996,4/1/1996,4/15/1996,,
,0.1550,0.0750,Regular,Monthly,2/28/1996,3/1/1996,3/15/1996,,
1995,,,,,,,,,
,0.1550,0.0750,Regular,Monthly,12/21/1995,12/26/1995,1/26/1996,,
,0.2300,0.1114,Special,Annual,12/21/1995,12/26/1995,1/11/1996,,
,0.1550,0.0750,Regular,Monthly,11/29/1995,12/1/1995,12/15/1995,,
,0.1550,0.0750,Regular,Monthly,10/30/1995,11/1/1995,11/15/1995,,
,0.1550,0.0750,Regular,Monthly,9/28/1995,10/2/1995,10/16/1995,,
,0.1550,0.0750,Regular,Monthly,8/30/1995,9/1/1995,9/15/1995,,
,0.1550,0.0750,Regular,Monthly,8/16/1995,8/18/1995,8/28/1995,,
,0.1500,0.0726,Regular,Monthly,6/29/1995,7/3/1995,7/17/1995,,
,0.1500,0.0726,Regular,Monthly,5/25/1995,6/1/1995,6/15/1995,,
,0.1500,0.0726,Regular,Monthly,4/25/1995,5/1/1995,5/15/1995,,
,0.1500,0.0726,Regular,Monthly,3/28/1995,4/3/1995,4/17/1995,,
,0.1500,0.0726,Regular,Monthly,2/23/1995,3/1/1995,3/15/1995,,
,0.1500,0.0726,Regular,Monthly,1/26/1995,2/1/1995,2/15/1995,,
1994,,,,,,,,,
,0.1500,0.0726,Regular,Monthly,12/27/1994,1/3/1995,1/17/1995,,
,0.1500,0.0726,Regular,Monthly,11/25/1994,12/1/1994,12/15/1994,,
,0.1500,0.0726,Regular,Monthly,10/26/1994,11/1/1994,11/15/1994,,
