Price,Close,High,Low,Open,Volume
Ticker,ARCC,ARCC,ARCC,ARCC,ARCC
Date,,,,,
2020-01-02,11.278846740722656,11.321157342881058,11.236536138564253,11.296980350023732,1957200
2020-01-03,11.278846740722656,11.284891277156348,11.23049160213056,11.236536138564253,1714100
2020-01-06,11.296981811523438,11.327203344724241,11.242582129459919,11.266759125445043,1995000
2020-01-07,11.266761779785156,11.32720601330443,11.260717241145441,11.284895395704297,1551800
2020-01-08,11.321160316467285,11.351383006573958,11.272805165174352,11.284894241217021,1742400
2020-01-09,11.30906867980957,11.351380436378628,11.278847149423443,11.339291363073183,1821900
2020-01-10,11.278846740722656,11.339290952182136,11.266757667855272,11.309068270013674,1081100
2020-01-13,11.327204704284668,11.351382856049394,11.278849553632947,11.303027705397673,1520700
2020-01-14,11.405780792236328,11.411824176371262,11.333247500964035,11.339292037976522,1294100
2020-01-15,11.399738311767578,11.448093463713324,11.351383159821832,11.381604697458764,1286800
2020-01-16,11.484359741210938,11.5145812793788,11.423915511997428,11.454138203043074,1998600
2020-01-17,11.460179328918457,11.568978689476648,11.417868722674173,11.526668083232364,3544700
2020-01-21,11.508537292480469,11.575024903549926,11.429959452746944,11.460180989335086,3533100
2020-01-22,11.581068992614746,11.605247143250404,11.520624768903277,11.532713844221105,1749400
2020-01-23,11.556891441345215,11.60524658742291,11.454136611820411,11.575023900575838,1300200
2020-01-24,11.423913955688477,11.587113006468593,11.41786941830281,11.581068469082926,1608100
2020-01-27,11.363470077514648,11.429958837885138,11.35138215525628,11.393692765354716,1558600
2020-01-28,11.436005592346191,11.478316210646627,11.369516819086716,11.387650435305996,1578700
2020-01-29,11.44809341430664,11.490404027966846,11.423915261999232,11.454137952383492,1513300
2020-01-30,11.496447563171387,11.502492100720954,11.375559117935353,11.411825190355101,1611800
2020-01-31,11.375557899475098,11.50853540556676,11.351380904744135,11.49040179486039,1359100
2020-02-03,11.393691062927246,11.472267733815302,11.387646526262397,11.393691062927246,1329400
2020-02-04,11.44809341430664,11.484359489889995,11.436004338152935,11.466225875659438,1280100
2020-02-05,11.520625114440918,11.526669652281127,11.466225426756756,11.496448115957797,1413900
2020-02-06,11.556891441345215,11.593157512684082,11.520624217128729,11.568979363206424,1841900
2020-02-07,11.623381614685059,11.629426153389932,11.508538837926062,11.562937380514185,1826900
