Price,Close,High,Low,Open,Volume
Ticker,SGOV,SGOV,SGOV,SGOV,SGOV
Date,,,,,
2020-06-01,88.25395202636719,88.26277169148054,88.25395202636719,88.26277169148054,1600
2020-06-02,88.25660705566406,88.26278082188205,88.25660705566406,88.26278082188205,4000
2020-06-03,88.25836944580078,88.25836944580078,88.25836944580078,88.25836944580078,100
2020-06-04,88.25836944580078,88.26366797789305,88.24513321442417,88.24513321442417,2400
2020-06-05,88.25395202636719,88.26277169148054,88.25395202636719,88.26277169148054,400
2020-06-08,88.25395202636719,88.25395202636719,88.25395202636719,88.25395202636719,100
2020-06-09,88.25395202636719,88.25395202636719,88.25395202636719,88.25395202636719,100
2020-06-10,88.25836944580078,88.26277927873653,88.25836944580078,88.26277927873653,12300
2020-06-11,88.25836944580078,88.27160567717739,88.25836944580078,88.26277927873653,7587100
2020-06-12,88.25836944580078,88.26277927873653,88.25395961286503,88.25395961286503,4900
2020-06-15,88.25836944580078,88.26277927873653,88.25836944580078,88.26277927873653,8500
2020-06-16,88.25836944580078,88.25836944580078,88.25836944580078,88.25836944580078,100
2020-06-17,88.26280212402344,88.27162852474886,88.25839228994627,88.27162852474886,4600
2020-06-18,88.26631164550781,88.27160344489688,88.26277704667923,88.27160344489688,19600
2020-06-19,88.26719665527344,88.27072452165444,88.26278008972774,88.26719665527344,5600
2020-06-22,88.26280212402344,88.27162852474886,88.25398245586912,88.27162852474886,22500
2020-06-23,88.26280212402344,88.27162852474886,88.26280212402344,88.27162852474886,1500
2020-06-24,88.26280212402344,88.27162852474886,88.25398245586912,88.25398245586912,17100
2020-06-25,88.26280212402344,88.26280212402344,88.25398245586912,88.26280212402344,10700
2020-06-26,88.25836944580078,88.27160567717739,88.25395961286503,88.27160567717739,51200
2020-06-29,88.26719665527344,88.26719665527344,88.26278008972774,88.26719665527344,3700
2020-06-30,88.26719665527344,88.26719665527344,88.26719665527344,88.26719665527344,700
2020-07-01,88.26366424560547,88.2680743430961,88.26366424560547,88.2680743430961,15100
2020-07-02,88.26896667480469,88.27690485060971,88.26807792229725,88.26807792229725,5300
2020-07-06,88.26366424560547,88.2680743430961,88.26366424560547,88.26366424560547,2400
2020-07-07,88.26366424560547,88.2680743430961,88.26013616761297,88.26013616761297,3900
2020-07-08,88.26366424560547,88.27690127105063,88.26366424560547,88.2680743430961,18700
2020-07-09,88.2724838256836,88.27689392280712,88.2724838256836,88.27689392280712,400
2020-07-10,88.27601623535156,88.27689825481956,88.2724881574796,88.27689825481956,26400
2020-07-13,88.2724838256836,88.27689392280712,88.2724838256836,88.27689392280712,1000
2020-07-14,88.26810455322266,88.27693148419824,88.25928435522265,88.26810455322266,6500
2020-07-15,88.26810455322266,88.27693148419824,88.26457647402266,88.27693148419824,9100
2020-07-16,88.26810455322266,88.27693148419824,88.25928435522265,88.27693148419824,14700
2020-07-17,88.26810455322266,88.27693148419824,88.26810455322266,88.27693148419824,18300
2020-07-20,88.26810455322266,88.27693148419824,88.26810455322266,88.27693148419824,1200
2020-07-21,88.26810455322266,88.27693148419824,88.25928435522265,88.27693148419824,157200
2020-07-22,88.26810455322266,88.27693148419824,88.25928435522265,88.27693148419824,9000
2020-07-23,88.26810455322266,88.27693148419824,88.25928435522265,88.26810455322266,10600
2020-07-24,88.26810455322266,88.27693148419824,88.26810455322266,88.26810455322266,1400
2020-07-27,88.26810455322266,88.27693148419824,88.26810455322266,88.27693148419824,23900
2020-07-28,88.26810455322266,88.27693148419824,88.25928435522265,88.27693148419824,16000
2020-07-29,88.2724838256836,88.27689392280712,88.26806699558736,88.27689392280712,1600
2020-07-30,88.26810455322266,88.28575841517383,88.25928435522265,88.27693148419824,17000
2020-07-31,88.2724838256836,88.27689392280712,88.2724838256836,88.27689392280712,1400
2020-08-03,88.27337646484375,88.27337646484375,88.27337646484375,88.27337646484375,300
2020-08-04,88.27337646484375,88.2777870476058,88.2689658820817,88.2777870476058,1400
2020-08-05,88.27337646484375,88.2777870476058,88.2689658820817,88.2689658820817,12800
2020-08-06,88.27337646484375,88.2777870476058,88.2689658820817,88.2689658820817,21500
2020-08-07,88.27776336669922,88.28659126356933,88.27776336669922,88.27776336669922,10000
2020-08-10,88.27337646484375,88.2777870476058,88.26013798284346,88.2777870476058,25600
2020-08-11,88.27337646484375,88.2777870476058,88.27337646484375,88.2777870476058,20600
2020-08-12,88.27776336669922,88.28659126356933,88.26894220354143,88.26894220354143,291300
2020-08-13,88.27776336669922,88.27776336669922,88.27599913406766,88.27599913406766,600
2020-08-14,88.28217315673828,88.28658373794121,88.28217315673828,88.28658373794121,28700
2020-08-17,88.28217315673828,88.28658373794121,88.27775584182359,88.28658373794121,44700
2020-08-18,88.27776336669922,88.28659126356933,88.26894220354143,88.28659126356933,8300
2020-08-19,88.28395080566406,88.28659715478798,88.28395080566406,88.28659715478798,2900
2020-08-20,88.27776336669922,88.28659126356933,88.27776336669922,88.28659126356933,3000
2020-08-21,88.27776336669922,88.28659126356933,88.26894220354143,88.26894220354143,11500
2020-08-24,88.27776336669922,88.28659126356933,88.27776336669922,88.28659126356933,11300
2020-08-25,88.28217315673828,88.28658373794121,88.2715810281395,88.27775584182359,6700
2020-08-26,88.26895904541016,88.28660810880554,88.26895904541016,88.26895904541016,26000
2020-08-27,88.28659057617188,88.28659057617188,88.26894151628139,88.26894151628139,61700
2020-08-28,88.27776336669922,88.28659126356933,88.27776336669922,88.27776336669922,700
2020-08-31,88.27776336669922,88.28659126356933,88.26894220354143,88.27776336669922,20500
2020-09-01,88.26631164550781,88.28396194479545,88.26631164550781,88.28396194479545,44000
2020-09-02,88.27509307861328,88.28391485645922,88.26626456658579,88.28391485645922,14200
2020-09-03,88.2795181274414,88.28392901707187,88.27510723781094,88.28216466121968,3200
2020-09-04,88.2795181274414,88.28392901707187,88.2795181274414,88.28392901707187,500
2020-09-08,88.2795181274414,88.28392901707187,88.27510723781094,88.27510723781094,2200
2020-09-09,88.28394317626953,88.29277169112905,88.27512139559374,88.28394317626953,58600
2020-09-10,88.2795181274414,88.28392901707187,88.27510723781094,88.28392901707187,1600
2020-09-11,88.2795181274414,88.28392901707187,88.2795181274414,88.28304683914578,12500
2020-09-14,88.2795181274414,88.28392901707187,88.27510723781094,88.27598941573703,4900
2020-09-15,88.2795181274414,88.28392901707187,88.27510723781094,88.28392901707187,14800
2020-09-16,88.2795181274414,88.28392901707187,88.2795181274414,88.2795181274414,2500
2020-09-17,88.2795181274414,88.28392901707187,88.27510723781094,88.28392901707187,3000
2020-09-18,88.2795181274414,88.29275753051544,88.27510723781094,88.29275753051544,800
2020-09-21,88.2795181274414,88.28392901707187,88.2795181274414,88.28392901707187,58500
2020-09-22,88.2795181274414,88.28392901707187,88.27775377158922,88.28392901707187,16400
2020-09-23,88.2795181274414,88.28392901707187,88.2795181274414,88.28392901707187,11400
2020-09-24,88.2795181274414,88.28392901707187,88.27510723781094,88.2795181274414,11000
2020-09-25,88.28394317626953,88.29277169112905,88.28394317626953,88.28394317626953,800
2020-09-28,88.28394317626953,88.29277169112905,88.28394317626953,88.28836080079115,485200
2020-09-29,88.28394317626953,88.29277169112905,88.28394317626953,88.29277169112905,3300
2020-09-30,88.28394317626953,88.29277169112905,88.27512139559374,88.29277169112905,900
2020-10-01,88.28395080566406,88.28836191677347,88.2821863612203,88.28836191677347,31100
2020-10-02,88.27950286865234,88.28832508719097,88.27067391559575,88.27596724671893,15000
2020-10-05,88.2874755859375,88.28835780811832,88.2874755859375,88.28835780811832,40200
2020-10-06,88.28395080566406,88.28836191677347,88.27953969455464,88.28747969455159,28100
2020-10-07,88.28395080566406,88.29719087351307,88.27953969455464,88.27953969455464,59500
2020-10-08,88.28395080566406,88.28836191677347,88.27953969455464,88.28747969455159,44300
2020-10-09,88.28395080566406,88.28836191677347,88.28395080566406,88.28836191677347,11100
2020-10-12,88.28395080566406,88.28836191677347,88.27953969455464,88.28747969455159,23100
2020-10-13,88.28395080566406,88.28836191677347,88.27953969455464,88.27953969455464,48400
2020-10-14,88.28395080566406,88.28836191677347,88.28395080566406,88.28395080566406,17000
2020-10-15,88.28395080566406,88.31484878699227,88.28395080566406,88.28836191677347,115600
2020-10-16,88.28395080566406,88.28836191677347,88.27953969455464,88.27953969455464,8200
2020-10-19,88.28395080566406,88.28836191677347,88.28395080566406,88.28836191677347,14600
2020-10-20,88.28395080566406,88.28836191677347,88.27953969455464,88.27953969455464,11400
2020-10-21,88.28395080566406,88.28836191677347,88.27953969455464,88.2865974723297,17100
2020-10-22,88.28395080566406,88.28836191677347,88.28395080566406,88.28747969455159,16100
2020-10-23,88.28833770751953,88.29716666183816,88.28833770751953,88.29540221787822,15200
2020-10-26,88.28833770751953,88.29716666183816,88.28745548553955,88.28745548553955,3400
2020-10-27,88.28833770751953,88.29716666183816,88.27951548771982,88.28392659761967,7700
2020-10-28,88.28833770751953,88.29716666183816,88.28569104157961,88.28833770751953,6100
2020-10-29,88.28833770751953,88.29716666183816,88.28127993167976,88.28480881959965,2100
2020-10-30,88.28833770751953,88.29716666183816,88.27951548771982,88.29010888599841,5000
2020-11-02,88.2927474975586,88.2927474975586,88.28745390128957,88.2883361673344,2100
2020-11-03,88.2883529663086,88.29276429737213,88.2883529663086,88.29276429737213,4200
2020-11-04,88.2883529663086,88.29276429737213,88.2883529663086,88.29276429737213,500
2020-11-05,88.2883529663086,88.29276429737213,88.28747070009588,88.28747070009588,2300
2020-11-06,88.2883529663086,88.29276429737213,88.2883529663086,88.29188203115942,3000
2020-11-09,88.2927474975586,88.2927474975586,88.28392483711023,88.2883361673344,11200
2020-11-10,88.2883529663086,88.29276429737213,88.2883529663086,88.2883529663086,2000
2020-11-11,88.2883529663086,88.29276429737213,88.2883529663086,88.29099976494672,8700
2020-11-12,88.2883529663086,88.29276429737213,88.2883529663086,88.2883529663086,3300
2020-11-13,88.2883529663086,88.29276429737213,88.28394163524504,88.28394163524504,35500
2020-11-16,88.2883529663086,88.29276429737213,88.28394163524504,88.29188203115942,5800
2020-11-17,88.2883529663086,88.29276429737213,88.28394163524504,88.2883529663086,2100
