Price,Close,High,Low,Open,Volume
Ticker,GPIX,GPIX,GPIX,GPIX,GPIX
Date,,,,,
2023-10-27,34.590484619140625,35.01150772665557,34.590484619140625,35.01150772665557,9900
2023-10-30,35.09748458862305,36.31446781338427,34.925529123362445,36.31446781338427,1300
2023-10-31,35.272979736328125,35.272979736328125,35.04695854355294,35.073548476532984,2600
2023-11-01,35.63106918334961,35.65765911209535,35.17990598746936,35.17990598746936,4100
2023-11-02,36.246212005615234,36.26127873186265,36.00423145565501,36.00423145565501,20600
2023-11-03,36.51655578613281,36.660146156533784,36.456282116159244,36.49173423271219,35000
2023-11-06,36.45805740356445,36.56796742856701,36.358784705168,36.465147827560955,12000
2023-11-07,36.571502685546875,36.589230432143374,36.44741184059328,36.44741184059328,1600
2023-11-08,36.60695266723633,36.60695266723633,36.47133863835182,36.58568140325626,3800
2023-11-09,36.3410530090332,36.6424179741131,36.3410530090332,36.553782611945856,7100
2023-11-10,36.8196907043457,36.83741845236143,36.438552575062985,36.438552575062985,4400
2023-11-13,36.81082534790039,36.84628084413236,36.78423541633752,36.78423541633752,3400
2023-11-14,37.37810134887695,37.44724058382992,37.30719373462624,37.35151141618573,18400
2023-11-15,37.42243194580078,37.564250591655814,37.39583862511199,37.511067331501465,24100
2023-11-16,37.466739654541016,37.493329586920915,37.3692387275183,37.48446740320172,8800
2023-11-17,37.502197265625,37.5553771333822,37.466741766305184,37.475603950523876,11100
2023-11-20,37.73796081542969,37.82127749940385,37.57309582643183,37.57309582643183,12700
2023-11-21,37.63071823120117,37.714920809552886,37.48446684285339,37.58196776841858,6300
2023-11-22,37.76190185546875,37.79469633236385,37.7556973122063,37.75924083337199,4300
2023-11-24,37.76455307006836,37.80355546481148,37.74593944344843,37.80355546481148,4500
2023-11-27,37.71315002441406,37.79469496416535,37.70605960111687,37.70605960111687,2700
2023-11-28,37.74772262573242,37.83901563677547,37.64401714641016,37.64401714641016,6900
2023-11-29,37.72821807861328,37.98083259153349,37.72821807861328,37.918787158972215,1300
2023-11-30,37.86029052734375,37.86029052734375,37.70606281849714,37.785836004536606,11700
2023-12-01,38.06770324707031,38.08720275900846,37.83901762362231,37.87447312599502,4200
2023-12-04,38.016815185546875,38.01859953469729,37.625828191078284,37.64367849307538,130700
2023-12-05,38.07215881347656,38.170349090693385,38.00967254377208,38.0275228449051,16000
2023-12-06,38.0543098449707,38.30425495490753,38.0543098449707,38.30425495490753,9700
2023-12-07,38.22391128540039,38.22391128540039,38.12304107650285,38.134646156238276,12200
2023-12-08,38.35781478881836,38.3756684968192,38.21320077558548,38.259621097437,29600
2023-12-11,38.50956726074219,38.50956726074219,38.3542437426235,38.36674099804401,27700
2023-12-12,38.66132354736328,38.66132354736328,38.466720501076615,38.4827898609042,19300
2023-12-13,39.013919830322266,39.0978285030031,38.697020804429506,38.75950707299382,28700
2023-12-14,39.1478157043457,39.375446189425794,39.12550112674716,39.23261995285999,59100
2023-12-15,39.1165771484375,39.28618226006503,39.05409087545649,39.134430855753,31000
2023-12-18,39.28172302246094,39.29689680142523,39.15228619296999,39.187993609087485,31300
2023-12-19,39.411155700683594,39.411155700683594,39.31296201932676,39.31296201932676,21800
2023-12-20,39.027313232421875,39.43793829772586,39.00588742087748,39.36652346623999,38900
2023-12-21,39.36027908325195,39.36027908325195,39.18799742394476,39.22370143829132,125200
2023-12-22,39.32992935180664,39.411164925768574,39.26833864815768,39.38527483233998,18500
2023-12-26,39.4620361328125,39.50934521829247,39.38437268269074,39.411154944066965,21100
2023-12-27,39.47899627685547,39.51827238516551,39.43793241435236,39.46471126954138,27600
2023-12-28,39.54462814331055,39.593176402014485,39.512263780680634,39.55721447486208,32800
2023-12-29,39.477203369140625,39.58418719540951,39.372915144328616,39.58418719540951,37400
2024-01-02,39.30009078979492,39.37740584184146,39.17962211372863,39.24255376760788,12500
2024-01-03,39.01510238647461,39.16164570434393,39.004313121835786,39.15265350730547,10600
2024-01-04,38.941383361816406,39.170636384233106,38.91890972715971,39.07174278909184,38900
2024-01-05,39.00521469116211,39.14366434439467,38.91890743395996,39.01780102327416,71400
2024-01-08,39.42236328125,39.45832521234179,39.04477329334171,39.0537620613554,11700
2024-01-09,39.43135070800781,39.45832043830435,39.24255573689585,39.251544503822,4700
2024-01-10,39.710044860839844,39.710044860839844,39.458318246672206,39.512261133787234,26300
2024-01-11,39.6021614074707,39.6021614074707,39.35493089819664,39.51226002764701,6200
2024-01-12,39.64710998535156,39.76398451651062,39.561704707924,39.73701478990377,15500
2024-01-16,39.620140075683594,39.620140075683594,39.431345131272714,39.56619719320151,17800
2024-01-17,39.33245849609375,39.35942822733096,39.224576141626706,39.23356490886638,4900
2024-01-18,39.629146575927734,39.629146575927734,39.3666271966998,39.44934033226644,10000
2024-01-19,40.02471160888672,40.02471160888672,39.66509917510864,39.826924427356936,21300
2024-01-22,40.09663009643555,40.177542718641874,40.051679401769405,40.177542718641874,10200
2024-01-23,40.19552230834961,40.21350327150503,40.069658995779704,40.21350327150503,8700
2024-01-24,40.21349334716797,40.38430731071202,40.20450458256764,40.3573375873938,23500
2024-01-25,40.47422790527344,40.47422790527344,40.20452027824691,40.20452027824691,6300
2024-01-26,40.34836196899414,40.43826336235777,40.29441907526496,40.43826336235777,14400
2024-01-29,40.59109878540039,40.59109878540039,40.258456093710286,40.258456093710286,19200
